lead_id,created_date,lead_source,company_size,industry,sales_rep,current_stage,mql_date,demo_booked_date,days_mql_to_demo_booked,demo_completed_date,trial_start_date,closed_date,deal_value,churned
L-0207,2/22/2026,Organic Search,Mid-Market (51-200),E-commerce,Tom Wilson,Lead,,,,,,,0,FALSE
L-0208,3/9/2026,LinkedIn,SMB (11-50),HealthTech,Priya Patel,Demo Completed,3/11/2026,3/13/2026,2,3/15/2026,,,0,FALSE
L-0209,3/1/2026,Paid Ads,Mid-Market (51-200),FinTech,Alex Thompson,Demo Completed,3/3/2026,3/4/2026,1,3/6/2026,,,0,FALSE
L-0210,7/23/2025,Referral,Enterprise (200+),EdTech,Tom Wilson,Demo Completed,7/25/2025,7/29/2025,4,8/1/2025,,,0,FALSE
L-0211,5/12/2025,LinkedIn,Mid-Market (51-200),SaaS,Tom Wilson,MQL,5/17/2025,,,,,,0,FALSE
L-0212,12/15/2025,Paid Ads,SMB (11-50),FinTech,Tom Wilson,Demo Booked,12/20/2025,12/23/2025,3,,,,0,FALSE
L-0213,11/19/2025,LinkedIn,SMB (11-50),HR Tech,Maria Santos,Demo Booked,11/23/2025,11/24/2025,1,,,,0,FALSE
L-0214,1/22/2026,LinkedIn,SMB (11-50),FinTech,James Chen,Demo Booked,1/26/2026,2/8/2026,13,,,,0,FALSE
L-0215,10/27/2025,Paid Ads,Enterprise (200+),FinTech,Alex Thompson,MQL,10/29/2025,,,,,,0,FALSE
L-0216,10/13/2025,Cold Outreach,Mid-Market (51-200),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-0217,6/8/2025,Cold Outreach,SMB (11-50),HealthTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-0218,6/5/2025,Paid Ads,Startup (1-10),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-0219,11/24/2025,Paid Ads,Startup (1-10),FinTech,Alex Thompson,Closed Lost,11/29/2025,12/3/2025,4,12/5/2025,12/11/2025,,0,FALSE
L-0220,7/15/2025,Paid Ads,Mid-Market (51-200),FinTech,James Chen,Demo Completed,7/20/2025,7/28/2025,8,7/29/2025,,,0,FALSE
L-0221,8/27/2025,LinkedIn,Mid-Market (51-200),E-commerce,Tom Wilson,Demo Completed,9/1/2025,9/4/2025,3,9/5/2025,,,0,FALSE
L-0222,1/10/2026,Paid Ads,SMB (11-50),E-commerce,Priya Patel,MQL,1/13/2026,,,,,,0,FALSE
L-0223,10/27/2025,Referral,Mid-Market (51-200),EdTech,Priya Patel,Demo Completed,10/31/2025,11/8/2025,8,11/9/2025,,,0,FALSE
L-0224,12/28/2025,Cold Outreach,SMB (11-50),Logistics,Tom Wilson,Demo Booked,12/30/2025,1/5/2026,6,,,,0,FALSE
L-0225,8/16/2025,Paid Ads,Mid-Market (51-200),SaaS,Maria Santos,MQL,8/21/2025,,,,,,0,FALSE
L-0226,7/16/2025,LinkedIn,Startup (1-10),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-0227,7/7/2025,Paid Ads,Enterprise (200+),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-0228,3/23/2026,Paid Ads,Enterprise (200+),HR Tech,James Chen,Lead,,,,,,,0,FALSE
L-0229,10/12/2025,Paid Ads,Enterprise (200+),EdTech,Alex Thompson,Demo Completed,10/15/2025,10/28/2025,13,10/31/2025,,,0,FALSE
L-0230,4/24/2025,Paid Ads,Startup (1-10),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0231,1/25/2026,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-0232,10/12/2025,Organic Search,Startup (1-10),EdTech,James Chen,Demo Completed,10/14/2025,10/23/2025,9,10/26/2025,,,0,FALSE
L-0233,12/7/2025,LinkedIn,SMB (11-50),E-commerce,Tom Wilson,MQL,12/12/2025,,,,,,0,FALSE
L-0234,4/4/2025,Cold Outreach,SMB (11-50),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0235,7/21/2025,LinkedIn,Startup (1-10),E-commerce,Maria Santos,Closed Lost,7/24/2025,7/28/2025,4,7/31/2025,8/5/2025,,0,FALSE
L-0236,5/25/2025,Organic Search,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0,FALSE
L-0237,8/15/2025,Organic Search,Startup (1-10),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-0238,8/3/2025,Paid Ads,Enterprise (200+),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-0239,5/18/2025,Paid Ads,Mid-Market (51-200),HealthTech,Maria Santos,MQL,5/22/2025,,,,,,0,FALSE
L-0240,12/12/2025,Paid Ads,Startup (1-10),E-commerce,Maria Santos,Lead,,,,,,,0,FALSE
L-0241,4/22/2025,Referral,SMB (11-50),HealthTech,Tom Wilson,Closed Lost,4/27/2025,5/3/2025,6,5/3/2025,5/10/2025,,0,FALSE
L-0242,9/1/2025,Cold Outreach,SMB (11-50),Logistics,Maria Santos,MQL,9/3/2025,,,,,,0,FALSE
L-0243,6/11/2025,LinkedIn,Mid-Market (51-200),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0244,5/21/2025,Referral,Startup (1-10),EdTech,Maria Santos,Closed Lost,5/22/2025,5/26/2025,4,5/29/2025,6/1/2025,,0,FALSE
L-0245,2/11/2026,Organic Search,Startup (1-10),Logistics,Maria Santos,MQL,2/13/2026,,,,,,0,FALSE
L-0246,9/10/2025,Paid Ads,Startup (1-10),E-commerce,Priya Patel,Closed Lost,9/11/2025,9/14/2025,3,9/15/2025,9/19/2025,,0,FALSE
L-0247,9/29/2025,Organic Search,SMB (11-50),FinTech,Maria Santos,MQL,10/4/2025,,,,,,0,FALSE
L-0248,10/16/2025,Paid Ads,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-0249,12/23/2025,LinkedIn,SMB (11-50),SaaS,Tom Wilson,Demo Completed,12/27/2025,12/30/2025,3,12/31/2025,,,0,FALSE
L-0250,8/7/2025,Organic Search,SMB (11-50),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0251,5/25/2025,LinkedIn,SMB (11-50),SaaS,Priya Patel,MQL,5/26/2025,,,,,,0,FALSE
L-0252,9/19/2025,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,Demo Completed,9/24/2025,10/8/2025,14,10/10/2025,,,0,FALSE
L-0253,8/3/2025,Organic Search,SMB (11-50),HR Tech,Tom Wilson,MQL,8/6/2025,,,,,,0,FALSE
L-0254,1/5/2026,Organic Search,Startup (1-10),SaaS,Tom Wilson,Demo Completed,1/10/2026,1/14/2026,4,1/14/2026,,,0,FALSE
L-0255,2/19/2026,LinkedIn,SMB (11-50),HR Tech,James Chen,MQL,2/22/2026,,,,,,0,FALSE
L-0256,2/1/2026,LinkedIn,Mid-Market (51-200),HealthTech,Priya Patel,MQL,2/5/2026,,,,,,0,FALSE
L-0257,4/19/2025,Cold Outreach,Mid-Market (51-200),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-0258,8/6/2025,Organic Search,Enterprise (200+),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0259,2/25/2026,Organic Search,Mid-Market (51-200),FinTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-0260,4/6/2025,Organic Search,Mid-Market (51-200),Logistics,Maria Santos,Closed Lost,4/8/2025,4/10/2025,2,4/11/2025,4/12/2025,,0,FALSE
L-0261,6/12/2025,Paid Ads,Enterprise (200+),HealthTech,Maria Santos,MQL,6/15/2025,,,,,,0,FALSE
L-0262,11/11/2025,Paid Ads,SMB (11-50),HR Tech,Maria Santos,Lead,,,,,,,0,FALSE
L-0263,4/12/2025,Organic Search,Startup (1-10),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0264,12/21/2025,Referral,Mid-Market (51-200),E-commerce,James Chen,Closed Won,12/23/2025,12/27/2025,4,12/28/2025,1/3/2026,1/10/2026,40121.65,FALSE
L-0265,7/15/2025,Organic Search,SMB (11-50),FinTech,James Chen,MQL,7/16/2025,,,,,,0,FALSE
L-0266,7/10/2025,LinkedIn,SMB (11-50),EdTech,Alex Thompson,MQL,7/13/2025,,,,,,0,FALSE
L-0267,10/16/2025,Organic Search,Enterprise (200+),EdTech,Tom Wilson,Demo Booked,10/21/2025,11/2/2025,12,,,,0,FALSE
L-0268,9/8/2025,LinkedIn,Startup (1-10),HealthTech,James Chen,Demo Completed,9/11/2025,9/14/2025,3,9/15/2025,,,0,FALSE
L-0269,6/25/2025,Organic Search,SMB (11-50),E-commerce,Tom Wilson,Demo Completed,6/27/2025,7/1/2025,4,7/1/2025,,,0,FALSE
L-0270,3/17/2026,Paid Ads,SMB (11-50),HR Tech,Priya Patel,MQL,3/21/2026,,,,,,0,FALSE
L-0271,4/17/2025,Paid Ads,Startup (1-10),SaaS,Alex Thompson,Demo Booked,4/22/2025,5/6/2025,14,,,,0,FALSE
L-0272,1/4/2026,Organic Search,Startup (1-10),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0273,1/5/2026,Organic Search,Mid-Market (51-200),FinTech,Priya Patel,Demo Completed,1/9/2026,1/18/2026,9,1/20/2026,,,0,FALSE
L-0274,7/17/2025,LinkedIn,SMB (11-50),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-0275,2/10/2026,Organic Search,SMB (11-50),Logistics,James Chen,MQL,2/12/2026,,,,,,0,FALSE
L-0276,1/1/2026,LinkedIn,SMB (11-50),Marketing,Tom Wilson,Closed Lost,1/4/2026,1/17/2026,13,1/17/2026,1/24/2026,,0,FALSE
L-0277,8/6/2025,Cold Outreach,Enterprise (200+),E-commerce,James Chen,MQL,8/9/2025,,,,,,0,FALSE
L-0278,1/21/2026,LinkedIn,Mid-Market (51-200),HR Tech,James Chen,Lead,,,,,,,0,FALSE
L-0279,10/24/2025,Referral,SMB (11-50),HealthTech,Maria Santos,Demo Completed,10/27/2025,11/8/2025,12,11/8/2025,,,0,FALSE
L-0280,5/3/2025,LinkedIn,Startup (1-10),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0281,8/16/2025,Organic Search,Enterprise (200+),SaaS,Priya Patel,Demo Booked,8/19/2025,9/2/2025,14,,,,0,FALSE
L-0282,2/15/2026,Cold Outreach,Mid-Market (51-200),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0283,11/20/2025,Organic Search,Startup (1-10),E-commerce,Priya Patel,Demo Booked,11/24/2025,11/26/2025,2,,,,0,FALSE
L-0284,10/8/2025,Paid Ads,Mid-Market (51-200),Marketing,Maria Santos,Closed Won,10/10/2025,10/13/2025,3,10/13/2025,10/17/2025,11/11/2025,24785.73,FALSE
L-0285,3/22/2026,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Closed Lost,3/23/2026,3/24/2026,1,3/26/2026,4/2/2026,,0,FALSE
L-0286,12/28/2025,LinkedIn,Mid-Market (51-200),E-commerce,Maria Santos,MQL,1/2/2026,,,,,,0,FALSE
L-0287,2/10/2026,Organic Search,Mid-Market (51-200),E-commerce,Priya Patel,Lead,,,,,,,0,FALSE
L-0288,6/3/2025,LinkedIn,Startup (1-10),HealthTech,James Chen,Demo Completed,6/7/2025,6/17/2025,10,6/17/2025,,,0,FALSE
L-0289,3/4/2026,Referral,Mid-Market (51-200),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-0290,8/30/2025,Paid Ads,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-0291,10/15/2025,LinkedIn,Mid-Market (51-200),SaaS,Priya Patel,MQL,10/19/2025,,,,,,0,FALSE
L-0292,9/10/2025,Paid Ads,Enterprise (200+),FinTech,Alex Thompson,MQL,9/15/2025,,,,,,0,FALSE
L-0293,4/9/2025,Organic Search,Startup (1-10),HR Tech,Maria Santos,Closed Lost,4/10/2025,4/15/2025,5,4/17/2025,4/22/2025,,0,FALSE
L-0294,5/13/2025,Organic Search,SMB (11-50),E-commerce,Alex Thompson,MQL,5/18/2025,,,,,,0,FALSE
L-0295,1/26/2026,Cold Outreach,Startup (1-10),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0296,3/24/2026,LinkedIn,Mid-Market (51-200),HealthTech,Alex Thompson,Closed Lost,3/26/2026,3/27/2026,1,3/27/2026,4/2/2026,,0,FALSE
L-0297,6/23/2025,Paid Ads,Startup (1-10),E-commerce,Maria Santos,MQL,6/26/2025,,,,,,0,FALSE
L-0298,6/4/2025,LinkedIn,Mid-Market (51-200),E-commerce,Alex Thompson,Lead,,,,,,,0,FALSE
L-0299,9/19/2025,LinkedIn,Mid-Market (51-200),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0300,11/20/2025,Paid Ads,Startup (1-10),HealthTech,Priya Patel,Demo Booked,11/21/2025,11/23/2025,2,,,,0,FALSE
L-0301,12/17/2025,Cold Outreach,Mid-Market (51-200),HealthTech,James Chen,Demo Completed,12/18/2025,12/22/2025,4,12/22/2025,,,0,FALSE
L-0302,9/12/2025,Cold Outreach,Mid-Market (51-200),Logistics,James Chen,Closed Lost,9/15/2025,9/16/2025,1,9/16/2025,9/23/2025,,0,FALSE
L-0303,9/7/2025,Paid Ads,SMB (11-50),HR Tech,Alex Thompson,MQL,9/12/2025,,,,,,0,FALSE
L-0304,8/3/2025,Organic Search,Startup (1-10),Marketing,Tom Wilson,MQL,8/8/2025,,,,,,0,FALSE
L-0305,4/4/2025,Cold Outreach,Mid-Market (51-200),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-0306,4/1/2025,Paid Ads,SMB (11-50),FinTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0307,7/15/2025,Organic Search,Mid-Market (51-200),Marketing,Maria Santos,Demo Completed,7/17/2025,7/24/2025,7,7/25/2025,,,0,FALSE
L-0308,5/14/2025,Organic Search,Mid-Market (51-200),EdTech,Priya Patel,Closed Lost,5/19/2025,5/23/2025,4,5/24/2025,5/27/2025,,0,FALSE
L-0309,11/18/2025,Cold Outreach,SMB (11-50),EdTech,Alex Thompson,MQL,11/19/2025,,,,,,0,FALSE
L-0310,5/25/2025,Paid Ads,Mid-Market (51-200),HealthTech,James Chen,Demo Booked,5/29/2025,5/30/2025,1,,,,0,FALSE
L-0311,6/20/2025,Organic Search,SMB (11-50),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0312,9/15/2025,Paid Ads,Mid-Market (51-200),FinTech,James Chen,MQL,9/17/2025,,,,,,0,FALSE
L-0313,6/29/2025,Organic Search,Startup (1-10),Marketing,Alex Thompson,MQL,7/3/2025,,,,,,0,FALSE
L-0314,5/23/2025,Organic Search,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0315,7/11/2025,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-0316,1/26/2026,Organic Search,Mid-Market (51-200),HealthTech,Tom Wilson,Closed Lost,1/27/2026,2/4/2026,8,2/5/2026,2/12/2026,,0,FALSE
L-0317,6/26/2025,Paid Ads,Startup (1-10),HR Tech,Maria Santos,Lead,,,,,,,0,FALSE
L-0318,10/13/2025,Organic Search,Mid-Market (51-200),HR Tech,Maria Santos,Demo Booked,10/15/2025,10/17/2025,2,,,,0,FALSE
L-0319,12/12/2025,Paid Ads,SMB (11-50),SaaS,Alex Thompson,Demo Completed,12/17/2025,12/18/2025,1,12/19/2025,,,0,FALSE
L-0320,12/2/2025,LinkedIn,Mid-Market (51-200),Logistics,Alex Thompson,Closed Lost,12/6/2025,12/9/2025,3,12/10/2025,12/17/2025,,0,FALSE
L-0321,7/29/2025,Paid Ads,Enterprise (200+),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-0322,4/29/2025,Paid Ads,Mid-Market (51-200),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-0323,6/28/2025,Cold Outreach,SMB (11-50),Logistics,Alex Thompson,Demo Booked,7/3/2025,7/6/2025,3,,,,0,FALSE
L-0324,1/3/2026,Cold Outreach,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-0325,7/22/2025,Organic Search,Startup (1-10),SaaS,Tom Wilson,Closed Lost,7/26/2025,7/28/2025,2,7/30/2025,8/1/2025,,0,FALSE
L-0326,10/9/2025,Cold Outreach,Mid-Market (51-200),EdTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0327,9/13/2025,Referral,SMB (11-50),EdTech,Alex Thompson,MQL,9/15/2025,,,,,,0,FALSE
L-0328,6/29/2025,Organic Search,Mid-Market (51-200),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0329,3/7/2026,Organic Search,Enterprise (200+),EdTech,James Chen,Demo Completed,3/9/2026,3/12/2026,3,3/15/2026,,,0,FALSE
L-0330,9/10/2025,LinkedIn,SMB (11-50),E-commerce,Tom Wilson,Lead,,,,,,,0,FALSE
L-0331,6/12/2025,Cold Outreach,Startup (1-10),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0332,2/20/2026,Paid Ads,SMB (11-50),EdTech,James Chen,Lead,,,,,,,0,FALSE
L-0333,4/6/2025,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,MQL,4/8/2025,,,,,,0,FALSE
L-0334,10/15/2025,Organic Search,Mid-Market (51-200),FinTech,Maria Santos,MQL,10/19/2025,,,,,,0,FALSE
L-0335,1/5/2026,Cold Outreach,SMB (11-50),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-0336,11/18/2025,LinkedIn,Mid-Market (51-200),SaaS,James Chen,Demo Completed,11/19/2025,11/28/2025,9,11/29/2025,,,0,FALSE
L-0337,1/30/2026,Paid Ads,Startup (1-10),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0338,2/5/2026,Cold Outreach,Mid-Market (51-200),Logistics,James Chen,Lead,,,,,,,0,FALSE
L-0339,10/27/2025,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-0340,8/31/2025,LinkedIn,Mid-Market (51-200),Marketing,Alex Thompson,Closed Lost,9/1/2025,9/5/2025,4,9/5/2025,9/11/2025,,0,FALSE
L-0341,2/21/2026,Organic Search,Startup (1-10),SaaS,James Chen,Closed Lost,2/22/2026,3/3/2026,9,3/5/2026,3/10/2026,,0,FALSE
L-0342,4/23/2025,Organic Search,SMB (11-50),E-commerce,Priya Patel,Demo Booked,4/27/2025,4/30/2025,3,,,,0,FALSE
L-0343,10/29/2025,Referral,Startup (1-10),EdTech,Tom Wilson,Demo Completed,11/3/2025,11/14/2025,11,11/17/2025,,,0,FALSE
L-0344,12/14/2025,Paid Ads,Startup (1-10),Logistics,Maria Santos,MQL,12/19/2025,,,,,,0,FALSE
L-0345,6/28/2025,Referral,Mid-Market (51-200),HealthTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0346,4/22/2025,Paid Ads,Startup (1-10),SaaS,James Chen,Demo Booked,4/26/2025,4/28/2025,2,,,,0,FALSE
L-0347,10/21/2025,Cold Outreach,Startup (1-10),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-0348,1/26/2026,LinkedIn,SMB (11-50),FinTech,Tom Wilson,Demo Completed,1/30/2026,2/1/2026,2,2/1/2026,,,0,FALSE
L-0349,9/24/2025,Organic Search,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-0350,6/28/2025,Paid Ads,Mid-Market (51-200),HR Tech,Maria Santos,MQL,6/30/2025,,,,,,0,FALSE
L-0351,3/20/2026,Referral,SMB (11-50),Logistics,Alex Thompson,MQL,3/24/2026,,,,,,0,FALSE
L-0352,8/22/2025,Cold Outreach,Startup (1-10),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-0353,9/1/2025,LinkedIn,Mid-Market (51-200),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-0354,2/4/2026,Organic Search,Mid-Market (51-200),Marketing,Priya Patel,Demo Booked,2/6/2026,2/18/2026,12,,,,0,FALSE
L-0355,9/7/2025,LinkedIn,SMB (11-50),E-commerce,Maria Santos,Lead,,,,,,,0,FALSE
L-0356,7/8/2025,Organic Search,Mid-Market (51-200),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-0357,4/26/2025,Paid Ads,Startup (1-10),FinTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0358,10/21/2025,LinkedIn,Startup (1-10),HR Tech,Tom Wilson,MQL,10/22/2025,,,,,,0,FALSE
L-0359,11/29/2025,Paid Ads,SMB (11-50),HR Tech,James Chen,Demo Completed,12/2/2025,12/5/2025,3,12/6/2025,,,0,FALSE
L-0360,3/13/2026,LinkedIn,Startup (1-10),SaaS,James Chen,MQL,3/17/2026,,,,,,0,FALSE
L-0361,6/7/2025,LinkedIn,Enterprise (200+),FinTech,Priya Patel,Lead,,,,,,,0,FALSE
L-0362,9/4/2025,Referral,Startup (1-10),Marketing,Tom Wilson,Demo Completed,9/7/2025,9/11/2025,4,9/13/2025,,,0,FALSE
L-0363,12/18/2025,LinkedIn,SMB (11-50),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0364,3/17/2026,Cold Outreach,Mid-Market (51-200),Marketing,Alex Thompson,Demo Completed,3/18/2026,3/28/2026,10,3/30/2026,,,0,FALSE
L-0365,10/24/2025,Organic Search,Startup (1-10),FinTech,Tom Wilson,MQL,10/26/2025,,,,,,0,FALSE
L-0366,10/25/2025,Referral,Enterprise (200+),Marketing,Priya Patel,Demo Completed,10/26/2025,11/5/2025,10,11/8/2025,,,0,FALSE
L-0367,7/2/2025,Referral,SMB (11-50),E-commerce,Tom Wilson,Demo Completed,7/6/2025,7/19/2025,13,7/21/2025,,,0,FALSE
L-0368,9/17/2025,Paid Ads,Startup (1-10),Marketing,Priya Patel,Demo Booked,9/22/2025,9/23/2025,1,,,,0,FALSE
L-0369,12/13/2025,Organic Search,Mid-Market (51-200),HR Tech,James Chen,Closed Lost,12/17/2025,12/22/2025,5,12/23/2025,12/28/2025,,0,FALSE
L-0370,12/6/2025,Cold Outreach,Startup (1-10),E-commerce,Maria Santos,Closed Lost,12/8/2025,12/9/2025,1,12/10/2025,12/12/2025,,0,FALSE
L-0371,10/24/2025,LinkedIn,Startup (1-10),Logistics,Priya Patel,Demo Completed,10/28/2025,10/29/2025,1,10/29/2025,,,0,FALSE
L-0372,2/15/2026,LinkedIn,SMB (11-50),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0373,5/23/2025,Paid Ads,Mid-Market (51-200),Marketing,James Chen,Demo Completed,5/28/2025,5/29/2025,1,5/31/2025,,,0,FALSE
L-0374,7/6/2025,Referral,Startup (1-10),HR Tech,Alex Thompson,Closed Lost,7/10/2025,7/12/2025,2,7/13/2025,7/19/2025,,0,FALSE
L-0375,2/14/2026,Paid Ads,Mid-Market (51-200),Marketing,Tom Wilson,MQL,2/15/2026,,,,,,0,FALSE
L-0376,11/14/2025,Referral,Startup (1-10),HealthTech,Priya Patel,Demo Completed,11/19/2025,11/27/2025,8,11/29/2025,,,0,FALSE
L-0377,5/24/2025,Paid Ads,SMB (11-50),E-commerce,Priya Patel,Demo Booked,5/29/2025,5/30/2025,1,,,,0,FALSE
L-0378,3/27/2026,LinkedIn,Mid-Market (51-200),SaaS,Alex Thompson,Closed Won,3/29/2026,4/6/2026,8,4/7/2026,4/13/2026,4/23/2026,43056.96,FALSE
L-0379,8/10/2025,Paid Ads,Startup (1-10),HealthTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0380,4/26/2025,Organic Search,Enterprise (200+),Marketing,Priya Patel,MQL,4/28/2025,,,,,,0,FALSE
L-0381,5/30/2025,LinkedIn,SMB (11-50),EdTech,Priya Patel,Demo Booked,5/31/2025,6/2/2025,2,,,,0,FALSE
L-0382,9/23/2025,Cold Outreach,Startup (1-10),HealthTech,Alex Thompson,MQL,9/27/2025,,,,,,0,FALSE
L-0383,2/27/2026,Organic Search,Mid-Market (51-200),HR Tech,Priya Patel,Lead,,,,,,,0,FALSE
L-0384,5/24/2025,Paid Ads,Startup (1-10),FinTech,James Chen,MQL,5/29/2025,,,,,,0,FALSE
L-0385,2/8/2026,Organic Search,SMB (11-50),Logistics,Alex Thompson,Demo Completed,2/10/2026,2/16/2026,6,2/16/2026,,,0,FALSE
L-0386,12/22/2025,Paid Ads,Mid-Market (51-200),SaaS,Alex Thompson,Demo Booked,12/27/2025,12/29/2025,2,,,,0,FALSE
L-0387,2/24/2026,Organic Search,Mid-Market (51-200),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-0388,5/9/2025,Organic Search,SMB (11-50),HR Tech,James Chen,Lead,,,,,,,0,FALSE
L-0389,12/16/2025,Paid Ads,SMB (11-50),Marketing,Maria Santos,Demo Booked,12/20/2025,12/22/2025,2,,,,0,FALSE
L-0390,5/31/2025,Organic Search,Mid-Market (51-200),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0391,4/19/2025,LinkedIn,Startup (1-10),Logistics,Priya Patel,MQL,4/20/2025,,,,,,0,FALSE
L-0392,1/13/2026,LinkedIn,Enterprise (200+),Marketing,Tom Wilson,MQL,1/17/2026,,,,,,0,FALSE
L-0393,9/17/2025,Organic Search,Startup (1-10),SaaS,Priya Patel,MQL,9/22/2025,,,,,,0,FALSE
L-0394,5/20/2025,LinkedIn,SMB (11-50),HR Tech,Maria Santos,Lead,,,,,,,0,FALSE
L-0395,12/24/2025,Paid Ads,SMB (11-50),Marketing,Tom Wilson,Demo Booked,12/25/2025,12/27/2025,2,,,,0,FALSE
L-0396,6/1/2025,LinkedIn,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-0397,5/26/2025,Organic Search,SMB (11-50),SaaS,Alex Thompson,Lead,,,,,,,0,FALSE
L-0398,11/21/2025,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Demo Completed,11/26/2025,11/30/2025,4,12/3/2025,,,0,FALSE
L-0399,6/28/2025,Organic Search,SMB (11-50),E-commerce,Tom Wilson,Lead,,,,,,,0,FALSE
L-0400,10/14/2025,Paid Ads,SMB (11-50),EdTech,Tom Wilson,MQL,10/19/2025,,,,,,0,FALSE
L-0401,11/18/2025,LinkedIn,Startup (1-10),EdTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-0402,9/8/2025,Paid Ads,SMB (11-50),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-0403,2/14/2026,Cold Outreach,Mid-Market (51-200),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-0404,12/14/2025,Referral,Enterprise (200+),E-commerce,James Chen,Closed Won,12/17/2025,12/20/2025,3,12/23/2025,12/30/2025,1/19/2026,106197.94,FALSE
L-0405,8/15/2025,Paid Ads,Startup (1-10),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-0406,5/2/2025,Paid Ads,Startup (1-10),Marketing,James Chen,Lead,,,,,,,0,FALSE
L-0407,11/18/2025,Paid Ads,Mid-Market (51-200),FinTech,Alex Thompson,MQL,11/23/2025,,,,,,0,FALSE
L-0408,3/23/2026,LinkedIn,SMB (11-50),SaaS,Tom Wilson,MQL,3/24/2026,,,,,,0,FALSE
L-0409,4/28/2025,Organic Search,Enterprise (200+),EdTech,Tom Wilson,Demo Completed,5/1/2025,5/9/2025,8,5/11/2025,,,0,FALSE
L-0410,11/16/2025,Organic Search,SMB (11-50),SaaS,Alex Thompson,Demo Completed,11/17/2025,11/19/2025,2,11/21/2025,,,0,FALSE
L-0411,9/17/2025,Paid Ads,SMB (11-50),Marketing,Maria Santos,Demo Booked,9/19/2025,9/22/2025,3,,,,0,FALSE
L-0412,1/7/2026,Referral,Mid-Market (51-200),HR Tech,Tom Wilson,Closed Won,1/10/2026,1/12/2026,2,1/15/2026,1/19/2026,2/2/2026,44501.9,FALSE
